station_id,station_name,timestamp,latitude,longitude,PM2.5
MB_02,Andheri,2025-01-02 12:00:00,19.118565,72.854547,79.51
MB_02,Andheri,2025-01-02 15:00:00,19.12183,72.844515,90.09
MB_02,Andheri,2025-01-02 18:00:00,19.119619,72.846026,103.44
MB_02,Andheri,2025-01-02 21:00:00,19.115826,72.845648,81.29
MB_02,Andheri,2025-01-03 00:00:00,19.115064,72.849465,98.35
MB_02,Andheri,2025-01-03 03:00:00,19.120434,72.839698,87.6
MB_02,Andheri,2025-01-03 06:00:00,19.116571,72.845346,82.23
MB_02,Andheri,2025-01-03 09:00:00,19.117054,72.845909,46.68
MB_02,Andheri,2025-01-03 12:00:00,19.122354,72.840796,63.78
MB_02,Andheri,2025-01-03 15:00:00,19.119403,72.845027,82.54
MB_02,Andheri,2025-01-03 18:00:00,19.123007,72.852543,71.16
MB_02,Andheri,2025-01-03 21:00:00,19.116927,72.843387,56.63
MB_02,Andheri,2025-01-04 00:00:00,19.123468,72.847983,89.66
MB_02,Andheri,2025-01-04 03:00:00,19.119749,72.845443,91.35
MB_02,Andheri,2025-01-04 06:00:00,19.122281,72.848174,90.95
MB_02,Andheri,2025-01-04 09:00:00,19.119739,72.84584,40.03
MB_02,Andheri,2025-01-04 12:00:00,19.120417,72.84807,82.1
MB_02,Andheri,2025-01-04 15:00:00,19.122518,72.850101,78.72
MB_02,Andheri,2025-01-04 18:00:00,19.115811,72.848687,63.78
MB_02,Andheri,2025-01-04 21:00:00,19.122786,72.847125,78.92
MB_02,Andheri,2025-01-05 00:00:00,19.117458,72.847419,109.5
MB_02,Andheri,2025-01-05 03:00:00,19.117633,72.849405,104.88
MB_02,Andheri,2025-01-05 06:00:00,19.120323,72.842518,62.25
MB_02,Andheri,2025-01-05 09:00:00,19.122658,72.8431,60.68
MB_02,Andheri,2025-01-05 12:00:00,19.121441,72.843068,59.1
MB_02,Andheri,2025-01-05 15:00:00,19.121634,72.844067,105.07
MB_02,Andheri,2025-01-05 18:00:00,19.113884,72.847817,104.57
MB_02,Andheri,2025-01-05 21:00:00,19.11813,72.845024,70.82
MB_02,Andheri,2025-01-06 00:00:00,19.118196,72.846164,124.76
MB_02,Andheri,2025-01-06 03:00:00,19.116752,72.843309,102.06
MB_02,Andheri,2025-01-06 06:00:00,19.119621,72.848688,97.86
MB_02,Andheri,2025-01-06 09:00:00,19.119071,72.848697,76.52
MB_02,Andheri,2025-01-06 12:00:00,19.115381,72.848943,74.8
MB_02,Andheri,2025-01-06 15:00:00,19.119901,72.84452,89.53
MB_02,Andheri,2025-01-06 18:00:00,19.114004,72.847417,85.63
MB_02,Andheri,2025-01-06 21:00:00,19.123595,72.849496,48.98
MB_03,Mulund,2025-01-01 00:00:00,19.177465,72.962882,116.59
MB_03,Mulund,2025-01-01 03:00:00,19.173933,72.957109,126.61
MB_03,Mulund,2025-01-01 06:00:00,19.168522,72.956018,137.67
MB_03,Mulund,2025-01-01 09:00:00,19.175141,72.956572,111.24
MB_03,Mulund,2025-01-01 12:00:00,19.1734,72.957041,118.69
MB_03,Mulund,2025-01-01 15:00:00,19.172517,72.956851,130.51
MB_03,Mulund,2025-01-01 18:00:00,19.1815,72.95528,107.13
MB_03,Mulund,2025-01-01 21:00:00,19.178426,72.952672,125.32
MB_03,Mulund,2025-01-02 00:00:00,19.172769,72.962084,142.14
MB_03,Mulund,2025-01-02 03:00:00,19.170443,72.95655,118.19
MB_03,Mulund,2025-01-02 06:00:00,19.171322,72.962785,107.45
MB_03,Mulund,2025-01-02 09:00:00,19.170346,72.95553,99.94
MB_03,Mulund,2025-01-02 12:00:00,19.173712,72.954968,104.32
MB_03,Mulund,2025-01-02 15:00:00,19.172548,72.956467,95.35
MB_03,Mulund,2025-01-02 18:00:00,19.176539,72.958424,110.81
MB_03,Mulund,2025-01-02 21:00:00,19.171618,72.961899,117.35
MB_03,Mulund,2025-01-03 00:00:00,19.17121,72.955343,108.79
MB_03,Mulund,2025-01-03 03:00:00,19.174683,72.95269,131.68
MB_03,Mulund,2025-01-03 06:00:00,19.174043,72.954705,99.63
MB_03,Mulund,2025-01-03 09:00:00,19.173218,72.95376,87.52
MB_03,Mulund,2025-01-03 12:00:00,19.174538,72.956815,98.22
MB_03,Mulund,2025-01-03 15:00:00,19.174876,72.956577,138.38
MB_03,Mulund,2025-01-03 18:00:00,19.177964,72.954716,110.87
MB_03,Mulund,2025-01-03 21:00:00,19.171471,72.957893,106.13
MB_03,Mulund,2025-01-04 00:00:00,19.17344,72.955734,153.18
MB_03,Mulund,2025-01-04 03:00:00,19.168761,72.956137,120.64
MB_03,Mulund,2025-01-04 06:00:00,19.174686,72.960393,129.16
MB_03,Mulund,2025-01-04 09:00:00,19.170574,72.962436,102.93
MB_03,Mulund,2025-01-04 12:00:00,19.173697,72.950521,59.0
MB_03,Mulund,2025-01-04 15:00:00,19.175507,72.954626,80.45
MB_03,Mulund,2025-01-04 18:00:00,19.166177,72.956434,127.04
MB_03,Mulund,2025-01-04 21:00:00,19.171714,72.961345,83.17
MB_03,Mulund,2025-01-05 00:00:00,19.174239,72.951916,138.45
MB_03,Mulund,2025-01-05 03:00:00,19.17318,72.954282,91.22
MB_03,Mulund,2025-01-05 06:00:00,19.177728,72.953752,106.21
MB_03,Mulund,2025-01-05 09:00:00,19.169159,72.955937,67.37
MB_03,Mulund,2025-01-05 12:00:00,19.172765,72.959393,82.29
MB_03,Mulund,2025-01-05 15:00:00,19.172524,72.956823,106.83
MB_03,Mulund,2025-01-05 18:00:00,19.172527,72.954669,101.99
MB_03,Mulund,2025-01-05 21:00:00,19.173127,72.955202,76.9
MB_03,Mulund,2025-01-06 00:00:00,19.172916,72.956745,117.44
MB_03,Mulund,2025-01-06 03:00:00,19.168486,72.962008,124.68
MB_03,Mulund,2025-01-06 06:00:00,19.177052,72.957303,60.52
MB_03,Mulund,2025-01-06 09:00:00,19.168285,72.954902,72.44
MB_03,Mulund,2025-01-06 12:00:00,19.173285,72.961037,78.11
MB_03,Mulund,2025-01-06 15:00:00,19.173659,72.95775,100.83
MB_03,Mulund,2025-01-06 18:00:00,19.172123,72.956379,94.52
MB_03,Mulund,2025-01-06 21:00:00,19.169961,72.95518,104.8
MB_04,Colaba,2025-01-01 00:00:00,18.912071,72.826741,90.26
MB_04,Colaba,2025-01-01 03:00:00,18.916816,72.830521,80.11
MB_04,Colaba,2025-01-01 06:00:00,18.917573,72.827002,68.87
MB_04,Colaba,2025-01-01 09:00:00,18.91532,72.830294,59.43
MB_04,Colaba,2025-01-01 12:00:00,18.919227,72.82604,61.82
MB_04,Colaba,2025-01-01 15:00:00,18.91486,72.821929,62.86
MB_04,Colaba,2025-01-01 18:00:00,18.914232,72.831851,75.18
MB_04,Colaba,2025-01-01 21:00:00,18.915556,72.830034,93.11
MB_04,Colaba,2025-01-02 00:00:00,18.911018,72.827983,87.96
MB_04,Colaba,2025-01-02 03:00:00,18.912487,72.82372,96.5
MB_04,Colaba,2025-01-02 06:00:00,18.910249,72.828075,90.95
MB_04,Colaba,2025-01-02 09:00:00,18.916979,72.829365,64.79
MB_04,Colaba,2025-01-02 12:00:00,18.911879,72.830799,58.49
MB_04,Colaba,2025-01-02 15:00:00,18.916283,72.829132,83.76
MB_04,Colaba,2025-01-02 18:00:00,18.918006,72.82832,73.58
MB_04,Colaba,2025-01-02 21:00:00,18.919658,72.82659,96.92
MB_04,Colaba,2025-01-03 00:00:00,18.915434,72.826836,103.34
MB_04,Colaba,2025-01-03 03:00:00,18.914627,72.821016,82.17
MB_04,Colaba,2025-01-03 06:00:00,18.91926,72.828734,80.95
MB_04,Colaba,2025-01-03 09:00:00,18.914694,72.824779,71.39
MB_04,Colaba,2025-01-03 12:00:00,18.917756,72.821795,59.79
MB_04,Colaba,2025-01-03 15:00:00,18.918013,72.827024,69.09
MB_04,Colaba,2025-01-03 18:00:00,18.915921,72.83243,87.13
MB_04,Colaba,2025-01-03 21:00:00,18.91618,72.832574,83.13
MB_04,Colaba,2025-01-04 00:00:00,18.920479,72.820079,91.36
MB_04,Colaba,2025-01-04 03:00:00,18.913296,72.828152,79.0
MB_04,Colaba,2025-01-04 06:00:00,18.913528,72.829335,100.02
MB_04,Colaba,2025-01-04 09:00:00,18.919994,72.825188,93.22
MB_04,Colaba,2025-01-04 12:00:00,18.916318,72.824422,77.83
MB_04,Colaba,2025-01-04 15:00:00,18.913879,72.826773,88.88
MB_04,Colaba,2025-01-04 18:00:00,18.910011,72.82554,68.56
MB_04,Colaba,2025-01-04 21:00:00,18.911916,72.827979,83.65
MB_04,Colaba,2025-01-05 00:00:00,18.917251,72.829237,86.23
MB_04,Colaba,2025-01-05 03:00:00,18.91711,72.825514,100.86
MB_04,Colaba,2025-01-05 06:00:00,18.922288,72.829356,76.69
MB_04,Colaba,2025-01-05 09:00:00,18.914848,72.824605,64.18
MB_04,Colaba,2025-01-05 12:00:00,18.920424,72.827835,50.02
MB_04,Colaba,2025-01-05 15:00:00,18.914924,72.830211,64.02
MB_04,Colaba,2025-01-05 18:00:00,18.912857,72.82747,73.26
MB_04,Colaba,2025-01-05 21:00:00,18.913963,72.824601,81.97
MB_04,Colaba,2025-01-06 00:00:00,18.911925,72.824785,84.9
MB_04,Colaba,2025-01-06 03:00:00,18.917517,72.825117,78.37
MB_04,Colaba,2025-01-06 06:00:00,18.918798,72.824881,75.66
MB_04,Colaba,2025-01-06 09:00:00,18.919559,72.827217,95.18
MB_04,Colaba,2025-01-06 12:00:00,18.913634,72.831384,56.88
MB_04,Colaba,2025-01-06 15:00:00,18.910984,72.821264,75.16
MB_04,Colaba,2025-01-06 18:00:00,18.915703,72.823649,74.06
MB_04,Colaba,2025-01-06 21:00:00,18.909411,72.824122,52.29
MB_05,Borivali,2025-01-01 00:00:00,19.232775,72.856309,87.65
MB_05,Borivali,2025-01-01 03:00:00,19.232515,72.85824,104.77
MB_05,Borivali,2025-01-01 06:00:00,19.22654,72.855091,91.75
MB_05,Borivali,2025-01-01 09:00:00,19.224981,72.855807,96.82
MB_05,Borivali,2025-01-01 12:00:00,19.225069,72.854442,73.71
MB_05,Borivali,2025-01-01 15:00:00,19.231211,72.854977,107.95
MB_05,Borivali,2025-01-01 18:00:00,19.228971,72.861838,86.53
MB_05,Borivali,2025-01-01 21:00:00,19.229132,72.852223,68.11
MB_05,Borivali,2025-01-02 00:00:00,19.230176,72.860287,95.05
MB_05,Borivali,2025-01-02 03:00:00,19.232151,72.85696,86.4
MB_05,Borivali,2025-01-02 06:00:00,19.228524,72.854405,63.03
MB_05,Borivali,2025-01-02 09:00:00,19.232337,72.857134,93.07
MB_05,Borivali,2025-01-02 12:00:00,19.224975,72.858883,21.33
MB_05,Borivali,2025-01-02 15:00:00,19.228473,72.856783,99.41
MB_05,Borivali,2025-01-02 18:00:00,19.231208,72.855584,89.51
MB_05,Borivali,2025-01-02 21:00:00,19.234018,72.853821,95.52
MB_05,Borivali,2025-01-03 00:00:00,19.228312,72.856846,86.86
MB_05,Borivali,2025-01-03 03:00:00,19.233065,72.859614,105.46
MB_05,Borivali,2025-01-03 06:00:00,19.231389,72.861647,92.35
MB_05,Borivali,2025-01-03 09:00:00,19.23247,72.857661,74.86
MB_05,Borivali,2025-01-03 12:00:00,19.2302,72.860666,72.72
MB_05,Borivali,2025-01-03 15:00:00,19.229642,72.854489,91.31
MB_05,Borivali,2025-01-03 18:00:00,19.229164,72.857695,97.47
MB_05,Borivali,2025-01-03 21:00:00,19.229418,72.852513,90.13
MB_05,Borivali,2025-01-04 00:00:00,19.228084,72.853688,85.86
MB_05,Borivali,2025-01-04 03:00:00,19.237088,72.855167,103.68
MB_05,Borivali,2025-01-04 06:00:00,19.228946,72.859273,80.79
MB_05,Borivali,2025-01-04 09:00:00,19.23065,72.853061,77.71
MB_05,Borivali,2025-01-04 12:00:00,19.231226,72.85737,60.98
MB_05,Borivali,2025-01-04 15:00:00,19.232695,72.853032,89.48
MB_05,Borivali,2025-01-04 18:00:00,19.231444,72.853826,93.32
MB_05,Borivali,2025-01-04 21:00:00,19.232779,72.853284,78.14
MB_05,Borivali,2025-01-05 00:00:00,19.232367,72.856528,121.03
MB_05,Borivali,2025-01-05 03:00:00,19.233065,72.855466,88.44
MB_05,Borivali,2025-01-05 06:00:00,19.235058,72.855285,75.09
MB_05,Borivali,2025-01-05 09:00:00,19.228419,72.857477,69.24
MB_05,Borivali,2025-01-05 12:00:00,19.235749,72.853888,74.57
MB_05,Borivali,2025-01-05 15:00:00,19.2299,72.854849,66.14
MB_05,Borivali,2025-01-05 18:00:00,19.232266,72.863495,83.32
MB_05,Borivali,2025-01-05 21:00:00,19.224069,72.855986,74.12
MB_05,Borivali,2025-01-06 00:00:00,19.227791,72.857401,89.24
MB_05,Borivali,2025-01-06 03:00:00,19.23148,72.859074,86.69
MB_05,Borivali,2025-01-06 06:00:00,19.232343,72.851303,72.95
MB_05,Borivali,2025-01-06 09:00:00,19.229675,72.853685,51.31
MB_05,Borivali,2025-01-06 12:00:00,19.229669,72.855335,62.93
MB_05,Borivali,2025-01-06 15:00:00,19.230951,72.853449,88.25
MB_05,Borivali,2025-01-06 18:00:00,19.23296,72.857299,70.4
MB_05,Borivali,2025-01-06 21:00:00,19.23324,72.855533,88.3
MB_06,Thane,2025-01-01 00:00:00,19.201153,72.957944,160.83
MB_06,Thane,2025-01-01 03:00:00,19.19495,72.962519,137.67
MB_06,Thane,2025-01-01 06:00:00,19.193776,72.966004,105.79
MB_06,Thane,2025-01-01 09:00:00,19.19688,72.959253,82.09
MB_06,Thane,2025-01-01 12:00:00,19.19669,72.965536,122.31
MB_06,Thane,2025-01-01 15:00:00,19.19584,72.963505,128.44
MB_06,Thane,2025-01-01 18:00:00,19.193908,72.955652,150.09
MB_06,Thane,2025-01-01 21:00:00,19.192973,72.966204,106.27
MB_06,Thane,2025-01-02 00:00:00,19.199082,72.963396,135.92
MB_06,Thane,2025-01-02 03:00:00,19.197092,72.96774,138.96
MB_06,Thane,2025-01-02 06:00:00,19.199928,72.966435,123.79
MB_06,Thane,2025-01-02 09:00:00,19.196378,72.962167,99.91
MB_06,Thane,2025-01-02 12:00:00,19.193777,72.961131,123.78
MB_06,Thane,2025-01-02 15:00:00,19.193156,72.961526,122.19
MB_06,Thane,2025-01-02 18:00:00,19.198554,72.962038,145.49
MB_06,Thane,2025-01-02 21:00:00,19.202846,72.964239,133.96
MB_06,Thane,2025-01-03 00:00:00,19.199155,72.962417,156.46
MB_06,Thane,2025-01-03 03:00:00,19.198179,72.961065,136.28
MB_06,Thane,2025-01-03 06:00:00,19.194098,72.956826,72.62
MB_06,Thane,2025-01-03 09:00:00,19.191478,72.96594,85.92
MB_06,Thane,2025-01-03 12:00:00,19.198232,72.9656,78.81
MB_06,Thane,2025-01-03 15:00:00,19.190995,72.966668,133.03
MB_06,Thane,2025-01-03 18:00:00,19.199013,72.96879,128.39
MB_06,Thane,2025-01-03 21:00:00,19.193052,72.96526,128.78
MB_06,Thane,2025-01-04 00:00:00,19.196411,72.96179,98.46
MB_06,Thane,2025-01-04 03:00:00,19.192071,72.959117,123.43
MB_06,Thane,2025-01-04 06:00:00,19.195932,72.962023,99.77
MB_06,Thane,2025-01-04 09:00:00,19.197871,72.964489,115.04
MB_06,Thane,2025-01-04 12:00:00,19.192425,72.963288,84.8
MB_06,Thane,2025-01-04 15:00:00,19.197273,72.96664,142.37
MB_06,Thane,2025-01-04 18:00:00,19.198279,72.963961,133.0
MB_06,Thane,2025-01-04 21:00:00,19.195975,72.962217,90.89
MB_06,Thane,2025-01-05 00:00:00,19.192358,72.961688,120.92
MB_06,Thane,2025-01-05 03:00:00,19.194494,72.960553,122.14
MB_06,Thane,2025-01-05 06:00:00,19.195783,72.956158,87.35
MB_06,Thane,2025-01-05 09:00:00,19.199458,72.964272,73.04
MB_06,Thane,2025-01-05 12:00:00,19.191117,72.962057,92.28
MB_06,Thane,2025-01-05 15:00:00,19.197993,72.966633,103.52
MB_06,Thane,2025-01-05 18:00:00,19.194844,72.961613,121.19
MB_06,Thane,2025-01-05 21:00:00,19.19552,72.960052,123.71
MB_06,Thane,2025-01-06 00:00:00,19.200648,72.960585,110.95
MB_06,Thane,2025-01-06 03:00:00,19.194009,72.966169,107.29
MB_06,Thane,2025-01-06 06:00:00,19.199378,72.967995,104.2
MB_06,Thane,2025-01-06 09:00:00,19.194323,72.961999,59.58
MB_06,Thane,2025-01-06 12:00:00,19.198118,72.961826,85.67
MB_06,Thane,2025-01-06 15:00:00,19.19947,72.964938,93.01
MB_06,Thane,2025-01-06 18:00:00,19.190163,72.96692,109.64
MB_06,Thane,2025-01-06 21:00:00,19.196114,72.960842,102.49
